,Unnamed: 0,book_id,Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
10116,10116,B10010117,"Food As Medicine: How to Use Diet, Vitamins, Juices, and Herbs for a Healthier, Happier, and Longer Life","Offers a practical prescriptive guide to achieving health with the right natural foods and supplements, outlining a detailed, forty-day nutritional plan that features health-bolstering recipes.",['Dharma Singh Khalsa'],http://books.google.com/books/content?id=lYrcvn0dnGkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=lYrcvn0dnGkC&printsec=frontcover&dq=Food+As+Medicine:+How+to+Use+Diet,+Vitamins,+Juices,+and+Herbs+for+a+Healthier,+Happier,+and+Longer+Life&hl=&cd=1&source=gbs_api",Simon and Schuster,2003,"http://books.google.com/books?id=lYrcvn0dnGkC&dq=Food+As+Medicine:+How+to+Use+Diet,+Vitamins,+Juices,+and+Herbs+for+a+Healthier,+Happier,+and+Longer+Life&hl=&source=gbs_api",['Medical'],
12624,12624,B10012625,Lost Boys: Why Our Sons Turn Violent and How We Can Save Them,"The psychologist examines trends in violence by young boys, analyzing his twenty-five years of work with violent adolescents to develop recommendations for preventive measures",['James Garbarino'],http://books.google.com/books/content?id=av-5uBRXleEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=av-5uBRXleEC&printsec=frontcover&dq=Lost+Boys:+Why+Our+Sons+Turn+Violent+and+How+We+Can+Save+Them&hl=&cd=1&source=gbs_api,Anchor,2000,http://books.google.com/books?id=av-5uBRXleEC&dq=Lost+Boys:+Why+Our+Sons+Turn+Violent+and+How+We+Can+Save+Them&hl=&source=gbs_api,['Psychology'],
1475,1475,B10001476,The Last One Home,"Returning home to the Sacramento family estate, Lauren Abrams, determined to find out what really happened between her mother and father, who was accused of murder, years ago, is sent to a dark place where she may not be able to see the truth to save her life.",['Victoria Helen Stone'],http://books.google.com/books/content?id=VSSozQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=VSSozQEACAAJ&dq=The+Last+One+Home&hl=&cd=1&source=gbs_api,Lake Union Publishing,2021-03-30,http://books.google.com/books?id=VSSozQEACAAJ&dq=The+Last+One+Home&hl=&source=gbs_api,['Fiction'],
8346,8346,B10008347,You the Healer : The World Famous Silva Method on How to Heal Yourself and Others,"Our health as a nation is declining. In addition, it is becoming increasingly clear that allopathic medicine has come to a plateau in its efforts to stem the tide of degenerative disease. As a result, mind-body medicine is a very big topic for the new millennium. You the Healer offers a guide that can help you and your loved ones to live a healthy, disease-free life. Based on the most successful mind development program in the world today, You the Healer offers a complete course in Silva Method healing techniques in a do-it-yourself, forty-day format. By reading one chapter a day and doing the indicated exercises, you can be firmly on the path to wellness in just six weeks.","['José Silva', 'Robert B. Stone, PhD']",http://books.google.com/books/content?id=rj3fSznBE3cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=rj3fSznBE3cC&printsec=frontcover&dq=You+the+Healer+:+The+World+Famous+Silva+Method+on+How+to+Heal+Yourself+and+Others&hl=&cd=1&source=gbs_api,H J Kramer,2011-05-12,https://play.google.com/store/books/details?id=rj3fSznBE3cC&source=gbs_api,['Self-Help'],1.0
1139,1139,B10001140,Clouds of witness,"""Clouds of Witness"" by Dorothy L. Sayers. Published by Good Press. Good Press publishes a wide range of titles that encompasses every genre. From well-known classics & literary fiction and non-fiction to forgotten−or yet undiscovered gems−of world literature, we issue the books that need to be read. Each Good Press edition has been meticulously edited and formatted to boost readability for all e-readers and devices. Our goal is to produce eBooks that are user-friendly and accessible to everyone in a high-quality digital format.",['Dorothy L. Sayers'],http://books.google.com/books/content?id=Qa9BEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=Qa9BEAAAQBAJ&dq=Clouds+of+witness&hl=&cd=1&source=gbs_api,Good Press,2021-08-30,http://books.google.com/books?id=Qa9BEAAAQBAJ&dq=Clouds+of+witness&hl=&source=gbs_api,['Fiction'],42.0
6956,6956,B10006957,The Noodle Maker: A Novel,"From Ma Jian, the highly acclaimed Chinese dissident, comes a satirical novel about the absurdities of life in a post-Tiananmen China. Two men meet for dinner each week. Over the course of one of these drunken evenings, the writer recounts the stories he would write, had he the courage: a young man buys an old kiln and opens a private crematorium, delighting in his ability to harass the corpses of police officers and Party secretaries, while swooning to banned Western music; a heartbroken actress performs a public suicide by stepping into the jaws of a wild tiger, watched nonchalantly by her ex-lover. Extraordinary characters inspire him, their lives pulled and pummeled by fate and politics, as if they are balls of dough in the hands of an all-powerful noodle maker. Ma Jian's satirical masterpiece allows us a humorous, yet profound, glimpse of those struggling to survive under a system that dictates their every move.",['Ma Jian'],http://books.google.com/books/content?id=2S95NBFYnGEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=2S95NBFYnGEC&printsec=frontcover&dq=The+Noodle+Maker:+A+Novel&hl=&cd=1&source=gbs_api,"Farrar, Straus and Giroux",2006-04-04,https://play.google.com/store/books/details?id=2S95NBFYnGEC&source=gbs_api,['Fiction'],4.0
10747,10747,B10010748,The Eagles' Brood,"The Eagles' Brood by Jack Whyte continues the saga of the Colony known as Camulod, and the tale of the descendants of those brave Romans who forged a new way of life for the Celt and Roman peoples when the Roman legions departed Britain. Most know the new leader of the Colony as Merlyn; all call him Commander. Cauis Merlyn Britannicus is responsible for their safety, and all look to him for guidance, leadership, justice, and salvation. It is a harsh life but a good community, and Merlyn is dedicated to spreading the influence of Roman culture beyond the Colony's borders. Uther Pendragon, the man who will father the legendary Arthur, is the cousin Merlyn has known and loved since they were birthed, four hours apart on the same day, the year the legions left Britain. He is the tireless warrior--the red dragon to Merlyn's great silver bear--and between the two of them, the Colony knows few enemies. As different as they can be, they are inseparable: two faces of the same coin. In a world torn apart by warfare and upheaval, each is the other's certainty and guarantee of the survival of the Colony . . . until a vicious crime, one that strikes at the roots of Merlyn's life, drives a wedge between them. A wedge that threatens the fate of a nation . . . . At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",['Jack Whyte'],http://books.google.com/books/content?id=FrfCRffmbo0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=FrfCRffmbo0C&printsec=frontcover&dq=The+Eagles%27+Brood&hl=&cd=1&source=gbs_api,Forge Books,2002-11-16,https://play.google.com/store/books/details?id=FrfCRffmbo0C&source=gbs_api,['Fiction'],
5527,5527,B10005528,That's Not What I Meant,"At home, on the job, in a personal relationship, it's often not what you say but how you say it that counts. Deborah Tannen revolutionized our thinking about relationships between women and men in her #1 bestseller You Just Don't Understand. In That's Not What I Meant!, the internationally renowned sociolinguist and expert on communication demonstrates how our conversational signals—voice level, pitch and intonation, rhythm and timing, even the simple turns of phrase we choose—are powerful factors in the success or failure of any relationship. Regional speech characteristics, ethnic and class backgrounds, age, and individual personality all contribute to diverse conversational styles that can lead to frustration and misplaced blame if ignored—but provide tools to improve relationships if they are understood. At once eye-opening, astute, and vastly entertaining, Tannen's classic work on interpersonal communication will help you to hear what isn't said and to recognize how your personal conversational style meshes or clashes with others. It will give you a new understanding of communication that will enable you to make the adjustments that can save a conversation . . . or a relationship.",['Deborah Tannen'],http://books.google.com/books/content?id=TaEk73XyCmUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=TaEk73XyCmUC&printsec=frontcover&dq=That%27s+Not+What+I+Meant&hl=&cd=1&source=gbs_api,Harper Collins,2013-04-23,https://play.google.com/store/books/details?id=TaEk73XyCmUC&source=gbs_api,['Psychology'],7.0
6264,6264,B10006265,The Georgian Feast: The Vibrant Culture and Savory Food of the Republic of Georgia,"""Every Georgian dish is a poem.""—Alexander Pushkin According to Georgian legend, God took a supper break while creating the world. He became so involved with his meal that he inadvertently tripped over the high peaks of the Caucasus, spilling his food onto the land below. The land blessed by Heaven's table scraps was Georgia. Nestled in the Caucasus mountain range between the Black and Caspian seas, the Republic of Georgia is as beautiful as it is bountiful. The unique geography of the land, which includes both alpine and subtropical zones, has created an enviable culinary tradition. In The Georgian Feast, Darra Goldstein explores the rich and robust culture of Georgia and offers a variety of tempting recipes. The book opens with a fifty-page description of the culture and food of Georgia. Next are over one hundred recipes, often accompanied by notes on the history of the dish. Holiday menus, a glossary of Georgian culinary terms, and an annotated bibliography round out the volume.",['Darra Goldstein'],http://books.google.com/books/content?id=3akwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=3akwDwAAQBAJ&printsec=frontcover&dq=The+Georgian+Feast:+The+Vibrant+Culture+and+Savory+Food+of+the+Republic+of+Georgia&hl=&cd=1&source=gbs_api,Univ of California Press,2013-12-24,http://books.google.com/books?id=3akwDwAAQBAJ&dq=The+Georgian+Feast:+The+Vibrant+Culture+and+Savory+Food+of+the+Republic+of+Georgia&hl=&source=gbs_api,['Cooking'],1.0
4738,4738,B10004739,Throwing the Elephant: Zen and the Art of Managing Up,"Stanley Bing follows his enormously successful What Would Machiavelli Do? with another subversively humorous exploration of how work would be different—if the Buddha were your personal consultant. What would the Buddha do—if he had to deal with a rampaging elephant of a boss every day? That is the premise of Stanley Bing’s wickedly funny guide to finding inner peace in the face of relentlessly obnoxious, huge, and sometimes smelly bosses. Taking the concept of managing up to a new cosmic plateau, Bing urges no less than a revolution of the spirit in the American workplace, turning overwrought, oppressed, stressed-out employees into models of Zen-like powers of concentration, able to take their elephant-like bosses and grey, lumbering companies and twirl them around the little finger of their consciousness. In Bing’s unique tradition of social criticism cum business self-help, Throwing the Elephant presents Four Truths (or possibly Five), a Ninefold Path, and one useful, hilarious guide to workplace sanity, success, and enlightenment that surpasses all understanding, survival.",['Stanley Bing'],http://books.google.com/books/content?id=kPGaq6Zh8FkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=kPGaq6Zh8FkC&printsec=frontcover&dq=Throwing+the+Elephant:+Zen+and+the+Art+of+Managing+Up&hl=&cd=1&source=gbs_api,Harper Collins,2009-03-17,https://play.google.com/store/books/details?id=kPGaq6Zh8FkC&source=gbs_api,['Business & Economics'],6.0
6647,6647,B10006648,Network Security : Private Communication in a Public World (Prentice Hall Series in Computer Networking and Distributed Ser.),Book on network security methods,"['Charlie Kaufman', 'Radia Perlman', 'Mike Speciner', 'Michael Speciner']",http://books.google.com/books/content?id=m9pQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=m9pQAAAAMAAJ&q=Network+Security+:+Private+Communication+in+a+Public+World+(Prentice+Hall+Series+in+Computer+Networking+and+Distributed+Ser.)&dq=Network+Security+:+Private+Communication+in+a+Public+World+(Prentice+Hall+Series+in+Computer+Networking+and+Distributed+Ser.)&hl=&cd=1&source=gbs_api,Prentice Hall PTR,1995,http://books.google.com/books?id=m9pQAAAAMAAJ&dq=Network+Security+:+Private+Communication+in+a+Public+World+(Prentice+Hall+Series+in+Computer+Networking+and+Distributed+Ser.)&hl=&source=gbs_api,['Computer networks'],4.0
10982,10982,B10010983,Ten Deadly Marketing Sins: Signs and Solutions,"Marketing's undisputed doyen offers an unbeatable guide on what not to do As the cost of marketing rises, its effectiveness is in decline. CEOs want a return on their marketing investment, but can't be sure their marketing efforts are even working. Truly, marketers have to shape up or watch their business go south. In this clear and comprehensive guide, renowned marketing expert Philip Kotler identifies the ten most common-and most damaging-mistakes marketers make, and how to avoid them. But these ten mistakes are much more than simple mess-ups; they're glaring deficiencies that prevent companies from succeeding in the marketplace. In Ten Deadly Marketing Sins, Kotler covers each sin in-depth in its own chapter and offers practical, proven guidance for reversing them. Marketers will learn how to stay market-focused and customer-driven, fully understand their customers, keep track of the competition, manage relationships with stakeholders, find new opportunities, develop effective marketing plans, strengthen product and service policies, build brands, get organized, and use technology to the fullest. Covering crucial topics every marketer must understand, Ten Deadly Marketing Sins is a must-have for anyone who want to remain competitive in an increasingly challenging marketplace. Packed with the kind of marketing wisdom only Kotler can provide, this is an indispensable resource for every company-and every marketer-who wants to develop better products, better marketing plans, and better customer relationships. Ten Deadly Marketing Sins is an unbeatable resource from the most respected thinker in modern marketing. Philip Kotler (Chicago, IL) is the S. C. Johnson Distinguished Professor of International Marketing at Northwestern University's Kellogg Graduate School of Management and the author of 15 books, including Marketing Insights from A to Z (0-471-26867-4) and Lateral Marketing (0-471-45516-4), both published by Wiley.",['Philip Kotler'],http://books.google.com/books/content?id=u1PcDMf7XBUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=u1PcDMf7XBUC&printsec=frontcover&dq=Ten+Deadly+Marketing+Sins:+Signs+and+Solutions&hl=&cd=1&source=gbs_api,John Wiley & Sons,2004-05-03,https://play.google.com/store/books/details?id=u1PcDMf7XBUC&source=gbs_api,['Business & Economics'],
8879,8879,B10008880,"The Hobbitt, or there and back again; illustrated by the author.","Bilbo Baggins, a respectable, well-to-do hobbit, lives comfortably in his hobbit-hole until the day the wandering wizard Gandalf chooses him to take part in an adventure from which he may never return.",['J. R. R. Tolkien'],http://books.google.com/books/content?id=Wbm1mQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=Wbm1mQEACAAJ&dq=The+Hobbitt,+or+there+and+back+again%3B+illustrated+by+the+author.&hl=&cd=1&source=gbs_api",Houghton Mifflin Harcourt,2013,"http://books.google.nl/books?id=Wbm1mQEACAAJ&dq=The+Hobbitt,+or+there+and+back+again%3B+illustrated+by+the+author.&hl=&source=gbs_api",['Fiction'],
2150,2150,B10002151,The Life of the Cosmos,A leading cosmologist at work today offers a new theory of the universe that is at once elegant and comprehensive. 4 linecuts.,['Lee Smolin'],http://books.google.com/books/content?id=EF5jZ_eev-cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=EF5jZ_eev-cC&printsec=frontcover&dq=The+Life+of+the+Cosmos&hl=&cd=1&source=gbs_api,"Oxford University Press, USA",1998,http://books.google.com/books?id=EF5jZ_eev-cC&dq=The+Life+of+the+Cosmos&hl=&source=gbs_api,['Science'],5.0
3613,3613,B10003614,Heal Your Heart with Wine and Chocolate: ...and 99 Other Ways Women Can Protect Their Hearts,"Offers over one hundred heart-healthy lifestyle changes that can help women prevent heart disease and heart attacks, ranging from fitness and nutrition to weight and stress management.",['Debora Yost'],http://books.google.com/books/content?id=e0I6OQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=e0I6OQAACAAJ&dq=Heal+Your+Heart+with+Wine+and+Chocolate:+...and+99+Other+Ways+Women+Can+Protect+Their+Hearts&hl=&cd=1&source=gbs_api,"Stewart, Tabori and Chang",2005-12-01,http://books.google.nl/books?id=e0I6OQAACAAJ&dq=Heal+Your+Heart+with+Wine+and+Chocolate:+...and+99+Other+Ways+Women+Can+Protect+Their+Hearts&hl=&source=gbs_api,['Health & Fitness'],
7589,7589,B10007590,"Red Land, Black Land - Daily Life In Ancient Egypt, Revised Edition","A fascinating, erudite, and witty glimpse of the human side of ancient Egypt—this acclaimed classic work is now revised and updated for a new generation Displaying the unparalleled descriptive power, unerring eye for fascinating detail, keen insight, and trenchant wit that have made the novels she writes (as Elizabeth Peters and Barbara Michaels) perennial New York Times bestsellers, internationally renowned Egyptologist Barbara Mertz brings a long-buried civilization to vivid life. In Red Land, Black Land, she transports us back thousands of years and immerses us in the sights, aromas, and sounds of day-to-day living in the legendary desert realm that was ancient Egypt. Who were these people whose civilization has inspired myriad films, books, artwork, myths, and dreams, and who built astonishing monuments that still stagger the imagination five thousand years later? What did average Egyptians eat, drink, wear, gossip about, and aspire to? What were their amusements, their beliefs, their attitudes concerning religion, childrearing, nudity, premarital sex? Mertz ushers us into their homes, workplaces, temples, and palaces to give us an intimate view of the everyday worlds of the royal and commoner alike. We observe priests and painters, scribes and pyramid builders, slaves, housewives, and queens—and receive fascinating tips on how to perform tasks essential to ancient Egyptian living, from mummification to making papyrus. An eye-opening and endlessly entertaining companion volume to Temples, Tombs, and Hieroglyphs, Mertz's extraordinary history of ancient Egypt, Red Land, Black Land offers readers a brilliant display of rich description and fascinating edification. It brings us closer than ever before to the people of a great lost culture that was so different from—yet so surprisingly similar to—our own.",['Barbara Mertz'],http://books.google.com/books/content?id=Vs6xBkWiT7YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=Vs6xBkWiT7YC&printsec=frontcover&dq=Red+Land,+Black+Land+-+Daily+Life+In+Ancient+Egypt,+Revised+Edition&hl=&cd=1&source=gbs_api",Harper Collins,2011-01-25,https://play.google.com/store/books/details?id=Vs6xBkWiT7YC&source=gbs_api,['History'],3.0
10618,10618,B10010619,Captain Kilburnie,"In an exciting new novel set during the age of sail, Captain Fergus Kilburnie, one of the first Scotsmen to command a ship in Nelson's Royal Navy, battles Spanish and French enemies, as well dangerous seas and his own volatile crew, to establish a reputation for himself. Reprint.",['William P. Mack'],http://books.google.com/books/content?id=gAmpjBt2xOgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=gAmpjBt2xOgC&q=Captain+Kilburnie&dq=Captain+Kilburnie&hl=&cd=1&source=gbs_api,Berkley,2001,http://books.google.nl/books?id=gAmpjBt2xOgC&dq=Captain+Kilburnie&hl=&source=gbs_api,['Fiction'],
9808,9808,B10009809,Completely Queer: The Gay and Lesbian Encyclopedia,"Nominated for the 1998 ALA Gay and Lesbian Book Award. This remarkably informative and entertaining guide explores in amazing depth more facets of today's gay and lesbian culture than any other one- volume reference work. With quotes, facts, reading lists, and useful tables from famous pseudonyms to gay detective novels, Completely Queer is the first guide to cover both lesbian and gay male points of view, offering information on their common concerns as well as their different histories and interests.","['Steve Hogan', 'Lee Hudson']",http://books.google.com/books/content?id=-2aSHgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=-2aSHgAACAAJ&dq=Completely+Queer:+The+Gay+and+Lesbian+Encyclopedia&hl=&cd=1&source=gbs_api,Holt Paperbacks,1999-06-15,http://books.google.nl/books?id=-2aSHgAACAAJ&dq=Completely+Queer:+The+Gay+and+Lesbian+Encyclopedia&hl=&source=gbs_api,['Social Science'],
10243,10243,B10010244,Free Air,"Free Air Sinclair Lewis - Fame was just around the corner when Sinclair Lewis published Free Air in 1919, a year before Main Street. The latter novel zeroed in on the town of Gopher Prairie; the former stopped there briefly and then took the reader by automobile in search of America. Free Air heads toward a West that was brimming with possibilities for suddenly mobile Americans at the end of a world war.The vehicle in Lewiss novel, not a Model T but a Gomez-Dep roadster, takes Claire Boltwood and her father from Minnesota to Seattle, exposing them all to the perils of early motoring. On the road, the upper-crust Boltwoods are at once more insignificant and more noble. The greatest distance to be overcome is the social one between Claire and a young mechanic named Milt, who, with a cat as his traveling companion, follows close behind. If Free Air anticipates many of the themes of Lewiss later novels, it also looks forward to a genre that includes John Steinbecks Travels with Charley and Josh Greenfeld and Paul Mazurskys Harry and Tonto. And the character of Claire, blazing her own trail across the West, looks back to the nineteenth-century pioneer woman and ahead to the independent-minded movie heroines played by Katherine Hepburn.",['Sinclair Lewis'],http://books.google.com/books/content?id=FTNMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=FTNMEAAAQBAJ&pg=PP1&dq=Free+Air&hl=&cd=1&source=gbs_api,Phoemixx Classics Ebooks,2021-11-09,https://play.google.com/store/books/details?id=FTNMEAAAQBAJ&source=gbs_api,['Juvenile Nonfiction'],
